Feature	Number of Connections
KHSRP.4	0
ADA2	0
GSDMD.1	0
KIAA0930	0
CCDC149.1	0
MIR1260B	0
PWWP2A.1	0
AC104574.2	0
NUBP1	0
SMYD4	0
TMEM189	0
ICE1.7	0
VPS13A.2	0
RNU6-1053P	0
AC115284.3	0
C2CD5	0
TGS1.2	0
KIAA2012-AS1	0
SCARF1.2	0
CARD9	0
UPF3B	0
CDK13	0
SH3D19	0
MICAL3.5	0
PRPF4B	0
INSL4	0
FGF12	0
AF127936.1	0
AC025160.1	0
POLRMT	0
AC026785.3	0
REPS1	0
CCNL2.5	0
AP1S2	0
AC104316.1	0
DDX11L10	0
TMC8	0
FAM111B.1	0
CD14	0
NSD1	0
TRA2A.8	0
SOAT1	0
LINC02393	0
SFT2D2	0
TRAV5	0
STARD8	0
POLR3E	0
MGA.7	0
ZNF708	0
CALD1.31	0
KRTAP5-6	0
AFDN.10	0
SLC2A1.2	0
PABPC1	0
AL163051.1	0
IFI35	0
NOP14.1	0
FARP2.5	0
MS4A1.1	0
NOBOX	0
AP000553.8	0
CHAF1A.5	0
RELN	0
CCL19	0
ARHGAP5.7	0
CYBA	0
AC008040.2	0
HGS.1	0
MRPL24	0
ZBTB12	0
ZFP36L2	0
SAMD7	0
NCOA2.1	0
SASH3.2	0
FGL2.1	0
TCOF1.1	0
SNRPCP4	0
AC000120.3	0
TTC31.1	0
RPL6P12	0
CPN1	0
LINC02357	0
FNBP4	0
AL645933.1	0
RBBP8NL.9	0
AC092185.1	0
CD19	0
PLXNB1	0
SRSF3	0
PTPRK.1	0
AL590413.1	0
ACOT4	0
CCDC83	0
CYP2C19	0
PRAG1.3	0
PGAP6	0
TP53I13	0
IL1R1	0
MAP4.14	0
BRWD1-IT1	0
CKAP4.6	0
C2orf68	0
AP001542.2	0
KLRF1	0
NAP1L4	0
MIR3918	0
SLC44A3-AS1	0
ACD	0
PARD3.1	0
YJU2.1	0
AL355488.1	0
KLRC4-KLRK1	0
POLL	0
AP006287.2	0
DDR1	0
hsa-miR-5089-3p	0
ZNF618	0
AL033519.5	0
GAPDHP66	0
AL391244.1	0
MISP3	0
AC025884.2	0
DES.11	0
PPP1R10	0
HHLA2	0
CNNM3	0
SULF2	0
AP000812.2	0
AC091860.2	0
TACC2	0
CRTC1P1	0
PPP1R2P10	0
HPCAL4	0
RN7SL378P	0
LINC01646	0
FLNC.35	0
IWS1.11	0
hsa-miR-6886-5p	0
LMO7	0
NFKBID	0
BICDL2	0
MBTPS1	0
RPS20P20	0
A1BG-AS1	0
FNDC1.1	0
POF1B.14	0
CHORDC1P1	0
AC098934.1	0
AP1S1	0
OR11A1	0
PRPF6	0
EPB41L4B	0
BAG6	0
RPL22P21	0
SNHG11	0
REC114	0
S100A10.1	0
PWWP2AP1	0
GKAP1	0
C20orf27.1	0
DGCR2.1	0
ANKRD16	0
IL5RA	0
AC116552.1	0
hsa-miR-190a-5p	0
PPP1R26	0
MAPKAPK3	0
PPIAP48	0
CYP7B1	0
CORO1A	0
AC093765.5	0
AC004784.1	0
TARDBPP2	0
OR5BL1P	0
hsa-miR-4744	0
CYP51A1P3	0
AC009163.7	0
DOK4	0
AJ003147.3	0
CD59	0
AC087190.2	0
PECAM1	0
YTHDC2.5	0
ATRX.4	0
SLC9A2	0
DHRS7C	0
LINC02682	0
SCAF11.1	0
AC024560.1	0
LINC00330	0
MIR6834	0
hsa-miR-7848-3p	0
AC110994.2	0
YTHDF3.1	0
AC006033.2	0
SPRED2	0
FAM83F	0
SNW1.1	0
STAG2.2	0
ATXN2.11	0
LIMA1.19	0
STAG3L2	0
NT5C1A	0
hsa-miR-522-3p	0
TMX3	0
OIT3	0
PRUNE2.6	0
AC139256.3	0
R3HDML	0
AL137077.2	0
USP21P2	0
CCNL1.8	0
NXF4	0
BANF1P3	0
RNU6-748P	0
RFX5	0
VPS4A	0
NCF4-AS1	0
KANK3.5	0
RNU6-516P	0
AL137027.1	0
POLR1B	0
DEFB103A	0
AC091564.2	0
MON1B.1	0
STARD3NL	0
ARHGAP35	0
DHODH	0
MTRNR2L6	0
C1QBP.1	0
NOL8.1	0
TP53BP1.19	0
AC092422.1	0
ASMTL	0
LINC02842	0
POLR2LP1	0
AL096814.1	0
hsa-miR-5004-5p	0
AC083899.1	0
SLC38A11	0
LINC02234	0
NOP56	0
LINC01168	0
ETS1.1	0
TTLL4	0
LINC02153	0
AC008567.1	0
TCEAL9	0
SIPA1L3	0
TCF12.7	0
CCDC201	0
AL031119.1	0
AC005294.1	0
AC087289.2	0
AL133396.1	0
ATXN2.6	0
CD27	0
RPP21	0
SNORD13P3	0
hsa-miR-6871-5p	0
RRN3P1	0
SOX9.2	0
IL18R1	0
SF3A3	0
SUGP2.4	0
LMNB2.7	0
G6PD	0
FARSB	0
SNORD116-22	0
CYSLTR1	0
AC027117.1	0
AC002310.2	0
AP002518.2	0
SLK.11	0
COQ7	0
VASH1	0
RPL35P1	0
RN7SL846P	0
PACS2	0
SYNE3	0
PPP1R13B	0
SP6	0
AC098614.1	0
TGFB2-AS1	0
GNB4	0
NUAK2.1	0
AC082651.1	0
hsa-miR-6863	0
NCOA2.4	0
AC026797.1	0
hsa-miR-139-5p	0
CRYBA2	0
AC007496.2	0
NKTR.3	0
hsa-miR-212-3p	0
LINC02094	0
LINC01767	0
KLF5	0
RBBP8NL.3	0
TRAPPC4	0
AC093418.1	0
ANKRD62	0
IGHV3-30-2	0
MCCD1	0
ATP2A1	0
IGKV1-9	0
AC108693.2	0
DDX51	0
HLA-DRA	0
LINC00877	0
DACH1.1	0
ZNF749	0
MAST2.2	0
POTEC	0
AL513478.2	0
AC116021.1	0
RPS3AP22	0
RN7SL604P	0
DVL2	0
AP001120.3	0
AC026782.1	0
LINC02705	0
TRIM51BP	0
VAV3-AS1	0
CCDC125	0
AC082651.4	0
ZFPM1	0
SLC6A5	0
TWF2	0
LINC01022	0
RPL36AP39	0
OR2S2	0
SLC14A1	0
AC090888.1	0
IL17C	0
MIR670HG	0
KLRD1	0
OVCH1-AS1	0
MIR1289-1	0
AC008873.1	0
CCDC58	0
NCOA4P4	0
CYP4F25P	0
HDC	0
CTNND1.1	0
NCOR1.6	0
LINC02171	0
FRA10AC1.1	0
AL138828.1	0
FBF1	0
SMAD7	0
ASXL1	0
TRAV41	0
EIF4EBP1.7	0
HCLS1.4	0
SSH3	0
AP001972.4	0
WDR5	0
AKAP12.24	0
MAN1B1	0
GRAMD4P3	0
USP42	0
GET4	0
AC026401.1	0
UNC13D	0
SEPTIN4	0
SRRM2.190	0
AC073358.1	0
ASAH1	0
AC207130.1	0
FTSJ3	0
AC007106.1	0
GVINP1	0
TCIRG1	0
SUPV3L1	0
DENND4C.18	0
ATP6V1H	0
RPL17P17	0
TIAL1	0
MVB12A	0
AC078795.3	0
ARHGEF1	0
EHBP1	0
PRRC2A.8	0
INPP5D.7	0
AC073137.1	0
PRUNE2.20	0
RIC1.2	0
AC100756.4	0
TNKS2-AS1	0
WDR37.2	0
GCOM2	0
SPATS1	0
CRY2	0
AC068473.4	0
UPK1A-AS1	0
AC092327.2	0
DRD4	0
MIB1	0
HECTD4.1	0
CNTROB.1	0
AP000942.1	0
TTC28	0
UNG	0
PFKFB3	0
AC011504.1	0
AL365357.1	0
ACVR2B-AS1	0
SLAMF8	0
AGBL5	0
PRPF4B.1	0
IK	0
HNRNPL	0
RCAN3AS	0
SNORD22	0
AL133215.2	0
LINC02829	0
hsa-miR-4700-3p	0
AC012485.2	0
KF459542.1	0
hsa-miR-450a-5p	0
P2RX1.1	0
RASSF4.1	0
INPP4A	0
TAP1	0
MAST2	0
AL158071.3	0
AL161911.1	0
SLC47A1	0
JMJD1C.1	0
STX17-AS1	0
COASY	0
HRK	0
UBE2V1P1	0
TRRAP.1	0
hsa-miR-1228-5p	0
POU4F2	0
AL139352.1	0
AC084759.3	0
RXRB	0
C1orf198	0
NLRC3	0
CAPN15	0
OR2T29	0
WARS1.2	0
DHX34	0
HRNR.4	0
AL033380.1	0
hsa-miR-3678-5p	0
IGKV1OR9-1	0
AC079880.1	0
PHF24.1	0
PTPRE	0
RN7SKP87	0
HLA-DRB5.1	0
BCL9P1	0
ARMC5	0
CHRNA10	0
TNFSF8	0
AC215522.1	0
KIAA0355	0
DYNLL2	0
PCF11	0
ADCY7	0
AC074085.2	0
AC090503.2	0
PDZK1P1	0
SEMG2	0
AC009902.2	0
CHRM3-AS1	0
NCOA2	0
NFIB	0
ZNF507	0
hsa-miR-6783-5p	0
AP001020.1	0
hsa-miR-1976	0
NEK9.9	0
RELA	0
PLPP6	0
ZNF316	0
CCDC173	0
LPGAT1-AS1	0
RBM14.11	0
OSTF1	0
MFF	0
MYF6	0
MALT1	0
SAP30BP.1	0
SCN7A.6	0
CAPN2	0
KRT18P27	0
CSF1R.1	0
SLC22A10	0
hsa-miR-491-5p	0
MRVI1-AS1	0
SMARCC2	0
HOXC11	0
NR2F1	0
HOXB-AS4	0
AC023794.4	0
BCCIP.1	0
AL357080.1	0
FOXA2	0
LINC01291	0
RPS6KA3.3	0
AC090403.1	0
MON2	0
TMDD1	0
hsa-miR-7108-5p	0
GAP43.5	0
CCDC84	0
FAM74A3	0
KCTD18	0
SUZ12P1	0
CD163.1	0
RBM24	0
SERPINA6	0
FCRL3	0
MARCKS.8	0
TAF15.5	0
AC007780.1	0
MDC1.26	0
FLCN	0
DOCK11.6	0
EPN2.1	0
ANO3	0
WAS.1	0
hsa-miR-3691-3p	0
ZC3H18	0
GSTA2	0
AP001284.1	0
ATF6B	0
AL022332.2	0
HSPD1P21	0
AC093536.2	0
HLA-DMB	0
RFLNA.1	0
GAPDHP24	0
POR	0
hsa-miR-892b	0
ULK4P2	0
AC121334.2	0
HNRNPA1P11	0
MBNL3	0
IGHV3-23.1	0
ENTPD1	0
SMG1.1	0
SOD3	0
PCAT6	0
AC074050.2	0
IGKV2OR2-2	0
PRSS54	0
AXL	0
ZSCAN1	0
SLC17A6	0
IRS2.20	0
TRMT61A	0
DHX37.1	0
PABPC1P10	0
AC099487.1	0
AC091073.2	0
KAT7.3	0
MTCO1P43	0
MT-TC	0
SPIRE2	0
AC012508.2	0
AC008121.4	0
PKP4.4	0
ARHGEF7-AS2	0
IGLV1-41	0
HSD17B3	0
AC112698.1	0
WDR1	0
DNAI1	0
LINC01081	0
AC005244.2	0
HECTD1	0
H2BW2	0
PRDM10.1	0
AL591479.1	0
MRPS6P4	0
OR14L1P	0
ENPP6	0
AC139149.1	0
AL121929.1	0
AK4P1	0
FAM90A28P	0
EPHA5	0
AC069113.2	0
PRPF40B	0
WDR45B	0
IGBP1-AS2	0
AL031710.1	0
HOOK1.1	0
DYTN	0
MUC5AC	0
AL139317.3	0
APOBEC3D	0
AC103808.3	0
AC106801.1	0
CAPN10	0
AC024579.1	0
LY6E-DT	0
SULT1C3	0
AKAP8.1	0
ARHGEF6	0
DNASE2	0
SNRNP200	0
AL163540.1	0
MUC13	0
hsa-miR-1236-3p	0
AP003465.3	0
IGLV3-21	0
TMEM201.1	0
KCNMA1-AS1	0
KLC4.7	0
ARHGEF5.11	0
AC018931.1	0
GNL1.4	0
ARFGAP3.1	0
AL592295.3	0
TBC1D4.10	0
AC006111.1	0
AC018634.1	0
MARCKS.1	0
KMT2B.9	0
NOL8.8	0
PDLIM5.8	0
ANKH	0
TRBV6-8	0
FOLR2	0
PML.1	0
MT1M	0
AC135068.9	0
RASAL3.5	0
LNPK.3	0
MIR5195	0
hsa-miR-221-3p	0
AC016813.2	0
KCNT2	0
ADPRH.1	0
TMEM233	0
Z97634.1	0
ST6GALNAC6	0
AC010163.3	0
ASCL2	0
INAFM1	0
VSIG1	0
NEU4	0
AC098826.3	0
hsa-miR-5571-3p	0
CD302	0
RGPD4-AS1	0
VPS35L.1	0
AL133410.3	0
MCPH1-AS1	0
AL160408.2	0
RHOJ	0
AIDA	0
hsa-miR-7151-3p	0
RIPPLY3	0
PRPSAP1.1	0
SPIB	0
AC073488.7	0
PCM1.27	0
UGT1A12P	0
ZC3H15.1	0
AC097375.1	0
SEC16A.5	0
TJP1.15	0
HNF4A	0
HUS1B	0
PRKCE.1	0
CDC42EP2.2	0
CSMD3	0
HNRNPA1P15	0
hsa-miR-3619-3p	0
HECTD1.9	0
ADGRE3	0
LMNB1.7	0
AKR1B1P4	0
ARPP21	0
CREBBP.1	0
RPL7L1P11	0
ZNF582-AS1	0
ZNF132	0
KANSL2	0
EPS15P1	0
IRF1-AS1	0
ZNF891	0
AC091045.2	0
PAXBP1.4	0
BCCIP	0
CACNG3	0
CCNE1	0
KRT18P23	0
AL589935.1	0
AMBRA1	0
AC009087.1	0
TENT4A	0
TTLL7	0
TECPR2	0
NFIA	0
LRPPRC	0
NUP214	0
AKR1C2	0
PABPC1P7	0
RN7SL42P	0
DCLRE1CP1	0
AC007349.1	0
BRI3	0
FCHSD1	0
PRUNE2.31	0
KRTAP10-10	0
KLK13	0
GZMK	0
ROBO3	0
LINC01385	0
MEPCE.3	0
PRSS38	0
AC076968.2	0
AC026310.2	0
PAFAH1B1	0
HEATR5A	0
AC078846.1	0
ZNF318.6	0
TEX15	0
AL121578.1	0
TOGARAM2	0
RPS6KA3.4	0
BOD1L1	0
SNRK.3	0
USP54	0
CELF1.1	0
SELPLG	0
TMCC1.2	0
AC139143.1	0
COPS7B	0
RBM33.2	0
AL118511.4	0
AL158071.5	0
C4orf46	0
CNNM4	0
DOCK9-AS1	0
PIAS1.3	0
AP003385.3	0
CARM1	0
TNFAIP2.1	0
ARHGAP32.5	0
PRICKLE2	0
AP001528.1	0
DTD1.1	0
hsa-miR-33a-3p	0
C2CD4A	0
AC022431.1	0
LRRK2	0
MS4A8	0
ING5	0
DR1.1	0
AC127029.1	0
AC015819.2	0
AC092723.5	0
AC005180.2	0
AL606495.1	0
LINC01561	0
AC104785.1	0
AC084024.4	0
SNORA61	0
NAT8B	0
TESMIN	0
BRD3.1	0
PRKAB2.4	0
ST14.1	0
P2RY8	0
BFSP2	0
PIK3C3	0
GAS2L2	0
MAP3K6.4	0
MTCH1	0
SH2B3	0
C18orf25	0
hsa-miR-511-5p	0
STMND1	0
ZC3H8	0
SLAMF7	0
AP001830.1	0
TSPAN14	0
AC093642.1	0
AC012146.2	0
CSNK1D	0
ADH6	0
JADE3.1	0
AC005046.1	0
ERLEC1P1	0
CDK12.26	0
HSDL2	0
VGLL4	0
BMS1P13	0
PNLIPRP3	0
MAFG-DT	0
ZFAND2B	0
AC023310.4	0
GID8	0
LINC01771	0
IRF2	0
ZNF605	0
EXOC3	0
AC060780.1	0
hsa-miR-6735-5p	0
CMTM8	0
LINC02759	0
RORB	0
AC015722.2	0
NAIF1	0
KIAA1324	0
CASC8	0
VSIG4	0
ASPSCR1.3	0
RAB40B	0
AC244100.2	0
NPFF	0
NDRG2	0
AL590708.1	0
FANCC	0
AC002472.3	0
FOXK1.15	0
ZBTB7A	0
DLEU1	0
AC090559.1	0
RIT1	0
MTCYBP32	0
PSMB3	0
AC061975.6	0
BOK	0
RAB29.1	0
AL596442.2	0
DCAF7	0
NR2E1	0
ZSCAN16-AS1	0
SNORD58B	0
PTK2.1	0
AP000845.1	0
CARD17	0
ZNF687.16	0
COX7C	0
AURKAP2	0
TSC1.3	0
NFRKB	0
LINC01707	0
PPP1R18	0
CTCF	0
KIF5A	0
CASK	0
SH3RF2	0
AL355987.4	0
FP671120.10	0
ZFR	0
AC022498.1	0
WDR33.1	0
ODF2	0
AL049749.1	0
NAF1	0
ZC3H4.6	0
CHGB.1	0
CYB5R2	0
PPP1R14BP3	0
IGHV3OR15-7	0
GPR39.1	0
CAMSAP3	0
ELL2	0
ZNF768	0
FPR2	0
ELAVL4	0
hsa-miR-4485-3p	0
RLF.2	0
SELENOO	0
NOTCH1	0
NUCKS1.16	0
AP000290.1	0
MYOC	0
AP000470.1	0
IGF2BP2	0
PDGFA	0
LINC02636	0
PSAP	0
SRM	0
MNX1	0
AC004014.2	0
THEMIS	0
SPATA2	0
CMTM4	0
AL121902.1	0
hsa-miR-487a-5p	0
VSIG2.1	0
AC091043.1	0
PDE4DIP.1	0
AL512326.5	0
AKAP12.5	0
PCDH1	0
NSUN4	0
BRD8	0
AC009135.2	0
ARHGAP23P1	0
SMC6	0
ABCA10	0
C15orf54	0
AC027176.1	0
MYH11.51	0
FGA.18	0
PDE4DIP	0
MMP21	0
AC013717.1	0
CD180.1	0
AC011824.1	0
AFTPH.4	0
HGF	0
ZNF563	0
AC139491.4	0
FNBP1L.1	0
PDP2	0
APC.1	0
CBR4	0
FBXL12	0
KHDRBS2-OT1	0
GLB1L3	0
GJB4	0
hsa-miR-6727-5p	0
TNKS1BP1.41	0
SPOUT1.1	0
GUSBP16	0
AC140481.2	0
DMXL2.2	0
NCOR1.20	0
AC120057.4	0
ADH5P5	0
MYO9A.4	0
ARHGEF11.1	0
PDE5A.3	0
RBBP6.12	0
GPT	0
ZNF836	0
CAVIN2.1	0
USP42.6	0
HIPK3	0
AL357054.5	0
PAX6	0
AC092042.2	0
TEF	0
GJB5	0
LINC02200	0
CNOT11	0
AL354892.3	0
ZNF541	0
PDIA5	0
AC087645.3	0
AL161443.1	0
LRRC75B	0
AL138708.1	0
CACTIN	0
MKI67.2	0
PRKDC.1	0
UAP1	0
APOBEC3H	0
BTBD8	0
RGS18	0
EXOC7P1	0
DDX18	0
AL139383.1	0
hsa-miR-1304-5p	0
BCAM.2	0
LINC02751	0
PRKCH.3	0
survival_target	0
SEC16A.34	0
AC007278.2	0
RPS10P20	0
RPLP2P1	0
hsa-miR-6828-5p	0
AC079316.2	0
DPYD.1	0
PSMB8	0
NCOR2	0
DNAAF1	0
RELCH.9	0
RN7SL413P	0
GAD2	0
IGKV3D-20	0
AL034548.2	0
SH3BP5L.1	0
AC099506.1	0
TOM1.6	0
HMGB3P22	0
KRT222	0
AL021917.1	0
AC018371.2	0
hsa-miR-3127-5p	0
AP1B1	0
HINFP	0
LINC02086	0
SNX22	0
LZTS2.2	0
CYSLTR1.1	0
POM121L8P	0
GH1	0
RPL23AP11	0
CALM2P3	0
TXLNG.1	0
FSIP1	0
AC021491.1	0
ATG2A	0
AC026341.2	0
LY9	0
NCKIPSD	0
SBNO2	0
AC008659.1	0
MMP11	0
GAK	0
ASPSCR1.2	0
MAP1S	0
CNDP2.1	0
TOX3	0
AC007920.2	0
AC009961.2	0
AL136141.1	0
NOXA1	0
SNRPA	0
IGHV3-35	0
SLMAP.1	0
AC110285.5	0
AC128687.2	0
JARID2	0
ZC3H7B	0
EXPH5.1	0
MIR4724	0
hsa-miR-6744-5p	0
ZC3H4	0
EPHB4	0
ITGB2	0
SYTL3	0
ATXN7L1	0
AL136221.1	0
UBE2E2	0
AL133284.1	0
RN7SL403P	0
IGLV2-14	0
ANLN.4	0
FSIP2-AS1	0
hsa-miR-6830-3p	0
RBM14-RBM4	0
ATP11B	0
RBM14.2	0
OR9P1P	0
AXIN2.1	0
TNNT1	0
MYDGF	0
LINC01144	0
YTHDC2	0
C1orf61	0
TRIM24.1	0
URAHP	0
RIMS3	0
MAVS	0
PHOX2B	0
DOT1L	0
ABLIM1.20	0
hsa-miR-6802-5p	0
ZNF444	0
RAB5IF	0
SLURP2	0
TAF8	0
AL118511.1	0
SOX9.3	0
CTIF	0
CSRP1.1	0
RN7SL688P	0
ACTR1AP1	0
AC084035.1	0
XCR1	0
FNBP1L	0
SPIC	0
POMZP3	0
RGS13	0
SPRR1B	0
H3P2	0
ANXA13.1	0
AC005088.1	0
NOP56.3	0
SAPCD2	0
B3GAT3	0
LINC02446	0
GIT1	0
RNF139.1	0
AC092384.2	0
AC092118.1	0
LOXL3	0
AC006449.1	0
AC008703.1	0
EPB41L4B.2	0
LRBA.6	0
PABPC1P2	0
hsa-miR-187-5p	0
RN7SL49P	0
PCNX1	0
ZNF629	0
NR2F6	0
AC114786.2	0
TLCD2.2	0
AC015911.10	0
ADAP2.1	0
BOLA3P2	0
TNRC18.1	0
AC068944.1	0
AC022710.1	0
LINC02744	0
NFIB.5	0
WDR13	0
ZNF736P5Y	0
LINC02747	0
RAPSN	0
MAP1B.39	0
TLE1	0
MYO10	0
UHRF1BP1L.5	0
ADAMTS19-AS1	0
TRAV20	0
AC036214.4	0
TRAV35	0
AC044849.1	0
hsa-miR-6862-5p	0
SLC38A6	0
YES1P1	0
AL355981.1	0
GEM.3	0
AP001931.1	0
LINC02865	0
RN7SL625P	0
IL27	0
PAXIP1-AS1	0
AC104237.1	0
AL139317.2	0
POF1B.6	0
STEAP2	0
ANKZF1	0
SGCE	0
PARVA.4	0
AC074032.1	0
SNORA21B	0
GOLGA8DP	0
TMEM155	0
C1QB.1	0
JAK2.1	0
AIMP1P2	0
SIAH3	0
LYST.1	0
FEM1AP2	0
NES.28	0
AC245595.1	0
OR7E37P	0
AL138921.2	0
SRC	0
PRPF6.1	0
hsa-miR-425-3p	0
RRN3P4	0
SPG21	0
ZC3H13.41	0
KRT223P	0
NBN.1	0
RNASE12	0
AC055753.1	0
PER2	0
PIK3AP1	0
AC233290.1	0
AC091885.2	0
NCOA2.8	0
SNORA28	0
C1orf216.1	0
AL035252.4	0
XPO1.1	0
XRN2.7	0
IGKV2OR22-4	0
ZNF608	0
THADA	0
EIF2B5	0
AC068446.2	0
IGHV2-5	0
AL590491.2	0
PRKCA.8	0
TP53INP1.1	0
CDC42SE1	0
RB1CC1.7	0
AC074143.1	0
KMT2E	0
AC127502.1	0
PLD5	0
FAM111B	0
SCGB1B2P	0
NPM1P45	0
AL353579.1	0
AC013489.1	0
DDX31	0
ARHGAP17.4	0
DNM1L	0
AC109309.2	0
AC011731.1	0
PDS5B.10	0
RPL12P17	0
CSNK1E	0
DGCR2	0
PRPF18	0
SARDH	0
AL022315.2	0
AC068831.6	0
LAMTOR1.2	0
GAB3.1	0
OR3A2	0
TRIT1	0
RIPOR1.1	0
hsa-miR-519a-5p	0
PCAT7	0
SLC9B2	0
AL158819.1	0
SETDB1	0
LRATD1	0
OFD1.1	0
AC092832.1	0
PLIN3.3	0
PARVG	0
RAP1GAP2.9	0
PLIN1.10	0
PNPLA6	0
MIR3655	0
PPP1R14C	0
CDC16	0
MTCO2P15	0
LNX1	0
SNAPC5	0
AC013565.3	0
RPS3AP51	0
AC011753.2	0
REXO1	0
FXYD7	0
AL390719.1	0
AC024084.2	0
AP002907.1	0
MPEG1	0
STAR	0
UBE2N	0
AC004076.2	0
ARRDC1	0
GRHL2.1	0
hsa-miR-877-3p	0
CSNK1G2	0
PDLIM2.11	0
AL355385.1	0
VAPB.1	0
PGD	0
LINC00677	0
THOC6	0
AHNAK.142	0
UVRAG-DT	0
C16orf70	0
hsa-miR-132-5p	0
AL162457.1	0
TRAPPC8.1	0
RNF165	0
CD14.1	0
SARS2	0
MICOS10P2	0
SAP18	0
RBM15	0
AP001453.4	0
AL392185.1	0
MFSD13B	0
AC022201.2	0
TYMP	0
CTNND1.23	0
HLA-DRA.1	0
PPP2R2D	0
AC023421.2	0
JAML	0
RHBDF2	0
AC104653.1	0
TRAV25	0
AK1.1	0
FMO2	0
RNF181	0
AC123768.2	0
AC000093.1	0
OR52P2P	0
BOD1L1.8	0
PLCH1.6	0
COL1A2.3	0
AC005355.2	0
ZDBF2	0
SNORD49B	0
SEPHS1P2	0
ASPSCR1	0
RNA5SP28	0
NDRG1.7	0
MAGI1	0
AC092159.3	0
DHRS9	0
JMJD1C.3	0
SCRIB	0
RBMS3-AS3	0
HMGN2P38	0
OSBPL11.4	0
PID1	0
PNN.5	0
AL357143.1	0
AL627422.2	0
PIEZO1.3	0
PITPNM1.3	0
hsa-miR-152-5p	0
INPPL1	0
AC106791.2	0
AL606834.2	0
ICAM1.1	0
CDH12P3	0
COBLL1.2	0
IGLJ3	0
TNFRSF13C	0
GPAA1P2	0
STAT1.2	0
AP000275.1	0
RESP18	0
SNX7	0
CDK11A	0
ETV4	0
TRAV23DV6	0
ASPSCR1.1	0
UBE2H	0
PLET1	0
LILRA1	0
PRRC2B.9	0
SIGLEC10	0
FBXO46	0
DDX25	0
FCRL2	0
BCAR3.3	0
SSH2.7	0
RN7SL196P	0
RNA5SP154	0
AC025183.1	0
ADGRL2.1	0
IGHV3-15.1	0
MCM2	0
YBX1P5	0
AC012157.2	0
NOM1.3	0
AC004386.5	0
BX571818.1	0
PRSS3P1	0
AC012414.3	0
RIPOR3	0
KLRC4	0
recurrence_target.2	0
ARHGAP25	0
MEI1	0
AL137798.1	0
TRIP10	0
AL080317.1	0
AL442067.2	0
BTG1P1	0
LINC00905	0
CXADR.2	0
LYST.2	0
TPRN.1	0
MAP2K3	0
BPY2	0
ZNF587	0
PTPN12.7	0
PDE4A	0
CATSPERD	0
ZNF154	0
HNRNPKP1	0
GIPC2	0
AL359195.2	0
PDLIM1P4	0
TRIM41	0
ETDC	0
MIR6829	0
PSLNR	0
CXCL9	0
AL161937.1	0
OR10H2	0
MRPL53	0
YEATS2	0
AC027018.1	0
AC124916.2	0
OR3A4P	0
AP5Z1	0
AC004080.11	0
BZW2	0
PKP3.1	0
AC090907.2	0
NIBAN1.5	0
COBLL1.6	0
UHRF1BP1	0
EFNA1	0
BCL7A	0
ANKRD44-AS1	0
DINOL	0
AICDA	0
GGT5	0
RSF1.11	0
AL160236.2	0
SNX29	0
CD37	0
IGLV2-8.1	0
AC015922.3	0
AC234781.2	0
AC010406.1	0
LRRC61	0
ZNF492	0
BSDC1	0
NCAPH2	0
SLC5A3	0
TULP2	0
AL133406.2	0
RSBN1L	0
LINC01855	0
AC091271.1	0
AL122018.3	0
SAMD15	0
AP002856.3	0
CCNT1	0
SSH2.1	0
SLFN14	0
SETD2.10	0
MLC1	0
AC008781.1	0
AGTR2	0
AL353803.1	0
PRICKLE2.3	0
BX005195.1	0
CDH9	0
ADD1.3	0
hsa-miR-1249-5p	0
GPHB5	0
RBM12B	0
AC007192.1	0
AL389915.1	0
SOX9	0
LCE2A	0
GPR171	0
VAV3	0
AC027763.1	0
AL355075.6	0
KANSL3	0
AC073611.1	0
SPATA9	0
AC073578.5	0
AC015726.3	0
LINC01135	0
SST	0
OR52Q1P	0
AL157402.2	0
CRIM1	0
BCL7B.3	0
KDM5C	0
CTPS1	0
IGKV3D-11	0
RN7SKP292	0
USP21	0
PKM	0
AC006059.5	0
CNPY3	0
IGHV3-33-2	0
FKBP8	0
NDUFAF4P3	0
AL161668.3	0
EPHB2	0
STIM2.13	0
LINC01514	0
NOMO2	0
CEP250-AS1	0
C6orf136	0
AC020661.3	0
PTGES3P3	0
NAIPP4	0
AL157829.1	0
MAST3.1	0
LINC01718	0
TARDBP	0
AC084871.3	0
LINC00565	0
HAUS1	0
CXCL16	0
MGAT4B	0
hsa-miR-6754-3p	0
MISP.13	0
HPCAL1	0
AC148477.4	0
ART4	0
ASCC3.1	0
COX6CP1	0
TRAV29DV5	0
AC108449.3	0
WDR18	0
AC009108.4	0
PNKD	0
AC107016.1	0
OR5B12	0
AL136129.1	0
AC027309.1	0
AL772337.1	0
AL773545.3	0
TAX1BP1	0
AF181450.1	0
ZEB2-AS1	0
STEAP3	0
AC008738.7	0
LRSAM1	0
KLK10	0
SCARA5	0
ZNF746	0
AL139351.2	0
SH3BP5L	0
RBM47	0
RBM14	0
STMN2	0
BTN3A3.1	0
RBM22P5	0
AL158801.5	0
CTNND1.16	0
CDK13.1	0
AC092848.1	0
AC064836.2	0
HOMER3-AS1	0
IGHM.1	0
NISCH	0
ZNF646	0
AC004386.6	0
IGHV2-26	0
ANKRD17	0
SLCO1C1	0
AC090517.3	0
PARP15	0
KLF3.1	0
YTHDC1.7	0
SCAF11.18	0
RHOH	0
AP4M1	0
EIF4A1P6	0
NDUFA5P1	0
hsa-miR-1909-3p	0
